AGE,EDCL,MARRIED,KIDS,OCCAT,INCOME,RISK,NETWORTH,TrueRiskTol,RiskCluster
74,3,1,0,1,322687.8205,1,3977730.5683,0.5382937500003151,0
63,3,0,0,0,123537.25141,1,1577836.5774,0.951187250679846,0
39,3,0,0,3,63898.578318,2,741436.13651,5.389038789535932,0
56,3,0,1,3,143771.80121,1,2018017.3579,3.091847852039251,0
82,1,0,0,1,25026.943174,0,288931.74396,0.4791591653029609,0
66,1,0,1,1,100107.7727,0,685772.7629,0.9194798287458494,0
65,2,0,2,3,97977.820087,0,702135.20575,1.8695898175023429,0
43,1,1,2,3,42599.052212,0,-2392.230568,18.05589178557209,2
48,3,1,1,3,294998.43657,2,2222392.5539,8.85201054221977,0
51,3,1,2,3,767847.91612,1,2332683.7035,8.945549603800215,0
67,2,0,0,1,46858.957433,2,720775.96342,0.717111567274452,0
72,1,1,0,1,687974.69322,1,13125164.598,0.4903135914756115,0
52,3,1,1,2,142706.82491,2,66278.24951,1.9981833345814624,0
63,3,1,0,1,484564.21891,1,13453449.053,0.7777316915774592,0
44,3,0,0,2,51118.862654,1,204116.29654,9.700349467951131,0
33,1,0,0,3,53248.815265,2,34485.401698,42.31052504658906,1
48,3,1,0,3,127797.15664,1,360595.10124,11.354339936602528,0
60,3,1,1,3,403626.01971,1,2677019.9216,2.713422702356593,0
50,3,0,0,3,61768.625707,2,197695.59112,11.159478031923996,0
43,3,1,3,3,112887.48836,2,204944.77466,21.74970143781009,2
60,1,1,0,1,30884.312854,0,121372.04442,1.9414402833320348,0
53,3,1,1,3,124602.22772,2,890096.17897,4.931005635523182,0
61,3,1,1,3,2364247.3978,2,58035927.825,1.085634971850829,0
66,3,0,0,1,33014.265464,3,297216.52515,0.8482118448866413,0
49,3,1,3,3,250269.43174,1,1760308.8831,6.538304745518651,0
29,3,1,1,3,91587.962255,2,68038.765513,70.06122986283916,3
56,3,1,1,3,308843.12854,1,2048412.1489,2.754564581485501,0
42,2,0,3,2,138446.91969,2,1145992.3579,10.28355148605966,0
69,3,1,0,1,177851.04298,1,2135402.3514,0.5393288290579465,0
62,3,1,0,2,64963.554623,0,655119.0725,5.066687856991001,0
56,1,1,0,3,50053.886349,0,213954.4742,3.532629801434421,0
72,3,0,0,3,494149.00566,0,8472224.3632,0.533443589297134,0
95,1,0,0,1,186370.85343,1,6544770.0196,0.560267151546478,0
53,3,1,2,3,99042.796392,0,139909.24233,8.0999037169952,0
65,1,1,1,1,67093.507233,1,294006.17244,1.0411295902747355,0
34,0,1,2,2,72418.38876,0,588944.38276,13.564579665722636,2
25,3,1,0,3,161876.3984,3,1865567.0281,44.10652348629336,1
57,1,1,0,3,45793.981128,0,65335.85565,4.738684781607436,0
46,1,1,2,3,53248.815265,2,191854.82038,17.97178684076692,2
76,3,0,0,2,157616.49318,1,5010842.7825,0.4767717194853507,0
51,0,1,2,3,26624.407632,0,109172.70411,5.910386285338216,0
48,2,1,1,3,97977.820087,1,102627.72698,16.777570023336384,2
69,3,1,0,2,1107575.3575,1,11699146.636,0.5256249144929418,0
55,2,1,2,3,42599.052212,0,74564.066297,3.8232625272628775,0
40,2,1,3,3,165071.32732,1,340504.50686,23.02079408754193,2
78,2,1,0,1,64963.554623,2,1189901.6982,0.5685573630138789,0
75,3,1,0,1,4417521.7144,2,150850435.04,0.4624788389540729,0
71,3,1,0,2,564437.44181,1,22133828.543,0.5252918377819062,0
54,2,1,1,3,155486.54057,1,640869.24886,6.644016482222833,0
68,3,1,0,2,425990.52212,1,9127032.7564,0.8858689494677786,0
69,3,1,0,2,1107575.3575,1,10854098.955,0.505947650932068,0
50,3,1,0,3,1405768.723,1,27995311.234,2.441839186887529,0
59,1,1,0,3,93717.914866,1,307158.26257,4.891550505971306,0
62,3,1,0,2,2002155.454,2,15312346.832,1.604584874005876,0
66,3,0,0,3,57508.720486,2,773385.35957,0.6962439044953712,0
42,3,1,1,3,69223.459844,1,364944.61137,8.837048947524844,0
36,3,1,2,3,133122.03816,2,284944.69301,26.194985768825426,2
62,3,1,1,3,607036.49402,2,11478564.337,0.9430652220173754,0
60,3,1,1,3,87328.057034,0,96579.836708,4.762237796697439,0
44,3,0,0,2,51118.862654,1,204116.29654,9.591121723149834,0
50,3,0,0,2,6922.3459844,1,3438287.7531,0.8835272531967067,0
64,3,1,0,2,1437718.0121,2,12401799.641,3.153224641121443,0
47,3,1,3,2,5601775.3658,1,28690197.257,17.760097982986785,2
28,1,1,0,3,74548.341371,1,34899.640758,43.8969229567737,1
40,3,1,2,3,90522.98595,2,183507.90333,32.44974931217227,2
49,3,0,2,3,290738.53135,2,239740.85565,10.253417761396411,0
57,3,1,0,3,108627.58314,1,1600930.405,9.734558768135903,0
39,3,1,2,2,244944.55022,3,1445694.3174,12.018312411739636,2
63,3,1,0,1,63898.578318,0,1014264.337,1.0620441036475772,0
64,1,1,0,3,74548.341371,1,1097205.3527,1.0936070216866778,0
44,3,1,2,3,96912.843782,1,202252.22077,18.355325427782915,2
59,1,0,0,1,13844.691969,0,70524.199869,2.0865314566379785,0
33,1,1,0,3,88393.033339,2,103974.00392,78.86221168563146,3
73,3,1,0,1,1554865.4057,2,26622108.752,0.4818117056849966,0
35,1,1,2,3,58573.696791,0,221410.77727,26.3400181399797,2
43,2,1,2,3,127797.15664,1,222964.17374,20.21711834819819,2
35,0,1,1,3,42599.052212,0,42480.215545,45.95376413634138,1
45,2,1,1,3,90522.98595,2,208362.2469,22.26251119316895,2
65,3,1,0,2,300323.31809,1,14623156.597,0.7569265436262747,0
53,3,1,1,3,119277.34619,1,1077435.7936,4.345466497654215,0
42,3,1,2,3,70288.436149,1,762137.73351,4.489112811995738,0
63,3,1,0,2,292868.48396,1,1417111.8223,3.4603323565305297,0
31,3,1,1,3,127797.15664,2,288931.74396,26.68249698690268,2
55,3,1,0,2,165071.32732,2,350342.68452,6.061472832118596,0
57,3,1,0,3,112887.48836,1,1437927.3351,4.147419682206426,0
72,3,1,0,1,146966.73013,1,1433267.1457,0.5458235294117647,0
66,1,1,0,3,48988.910043,1,193346.08099,1.0913543258937937,0
64,3,1,0,2,4121458.3015,2,76995649.575,1.5283582427863576,0
59,1,0,0,1,20234.549801,2,143326.71457,1.918530804955708,0
56,3,0,0,1,95847.867476,1,4930687.5245,0.8269626814144964,0
70,0,1,0,1,291803.50765,2,10211510.614,0.4905441176464454,0
66,2,1,0,2,74548.341371,1,2378301.7799,0.9178317974022429,0
79,3,0,0,1,28754.360243,0,1680774.9837,0.5502355769230769,0
67,1,1,1,1,26624.407632,0,16983.801437,1.638463076596154,0
67,2,1,0,1,63898.578318,2,384724.52645,0.9726206856921378,0
64,3,1,0,3,8029921.3419,2,81333768.125,0.9615168683774256,0
44,3,1,1,3,179980.99559,3,408853.95167,19.960379361432985,2
41,1,1,3,2,378066.58838,1,3431970.6074,21.94619692076698,2
57,1,1,0,1,92652.938561,2,154614.72894,7.840723986319549,0
82,2,1,2,2,420665.64059,1,36778214.892,0.5144067103109098,0
60,3,1,0,2,441965.1667,1,6671475.3919,2.403738917896725,0
53,3,1,0,3,182110.94821,2,757021.88112,8.754749675694889,0
63,1,1,0,1,38339.146991,1,87663.340954,2.59987198467089,0
57,3,0,0,1,143771.80121,3,3802093.2071,1.3110859130532622,0
36,3,1,1,3,67093.507233,2,207430.20901,40.7167372084721,1
48,3,1,1,2,713534.12455,2,2132295.5585,14.918205233287,2
55,3,1,1,2,840266.30488,2,44801196.995,1.2673347840115667,0
65,3,1,0,1,113952.46467,0,355520.67276,1.1702619439725783,0
83,3,0,0,1,2002155.454,1,28406443.501,0.5857704560277247,0
61,2,0,0,1,12779.715664,0,120440.00653,1.3285625458353985,0
75,3,1,0,3,9117262.1496,3,72923141.11,0.4593615149457298,0
37,3,1,2,3,135251.99077,2,1846988.4063,6.939835872164691,0
35,1,1,4,3,25559.431327,2,22648.520575,54.09871262341274,1
60,2,1,0,3,159746.44579,1,1308477.629,2.16872795287449,0
95,1,0,0,1,185305.87712,1,26428244.873,0.560521554175643,0
64,3,1,0,1,167201.27993,1,3512747.224,1.2753583461223943,0
60,3,1,1,3,403626.01971,1,2594172.1097,2.713422702356593,0
50,3,1,2,2,190630.75865,1,379391.19856,9.922284739484327,0
62,3,1,0,2,149096.68274,1,3990468.4193,0.8220266997248404,0
49,2,1,2,3,124602.22772,0,313061.16917,9.232936550463974,0
59,3,1,0,1,198085.59278,1,6946581.9073,0.837154700426487,0
39,1,1,2,3,127797.15664,0,115158.45852,35.492173595809646,1
53,3,1,2,3,217255.16628,2,625500.97975,3.7582415935824223,0
47,2,1,1,2,204475.45062,2,1685952.9719,85.15506652782582,3
47,1,1,0,3,28754.360243,1,26512.335402,37.4368659455191,1
65,3,1,0,3,159746.44579,1,710937.78576,1.1650771792376573,0
68,3,1,0,2,825356.6366,1,10204779.229,0.658649021271668,0
48,1,1,6,3,110757.53575,0,139805.68256,20.35925074518812,2
55,3,1,0,2,2172551.6628,1,13624322.665,9.109297155730626,0
61,3,1,0,3,129927.10925,1,650355.32332,2.3566320018794693,0
80,0,1,0,1,85198.104423,1,1933875.049,0.4733214285713447,0
55,3,1,0,2,182110.94821,2,1211027.8903,4.498378225002092,0
60,3,1,0,3,128862.13294,2,1574626.2247,2.184776725143864,0
49,2,1,0,2,157616.49318,3,3098508.1646,1.9276170193048865,0
60,3,1,2,1,153356.58796,0,610277.69432,3.164954899639018,0
55,3,1,1,2,1037286.9214,1,4172630.0457,4.390379477325374,0
63,3,1,0,2,654960.42776,1,9055990.7577,1.557008606656372,0
85,3,0,0,2,4281204.7473,0,69119929.458,0.4753471263803775,0
55,3,1,1,2,1037286.9214,1,4172630.0457,4.411528476736146,0
60,3,1,0,3,105432.65422,1,614420.08491,4.150897196359181,0
50,3,0,0,3,54313.79157,2,325954.3599,8.339715158698276,0
69,1,1,1,3,41534.075906,1,232077.43305,0.9361699215538172,0
53,1,1,0,3,138446.91969,2,487766.49249,7.634027392184946,0
57,3,1,2,3,102237.72531,1,1664412.5408,3.4247346376148133,0
51,3,1,1,2,413210.80645,2,5250376.5186,3.725821773765954,0
49,3,1,2,3,340792.41769,1,3586274.6571,4.822868458555259,0
35,3,1,2,3,103302.70161,2,231145.39517,58.87939502954438,1
42,1,1,2,3,112887.48836,1,151507.93599,29.644278933484365,2
60,3,0,0,2,63898.578318,2,257242.45591,2.4551723831900483,0
47,3,1,3,2,5442028.92,1,24257839.321,16.936202863395792,2
42,1,1,1,3,37274.170685,1,1760.5160026,25.565649925766728,2
78,3,1,0,1,194890.66387,2,12153981.123,0.4756615541669913,0
56,2,1,1,3,74548.341371,0,310368.61528,7.939746316082716,0
31,1,1,3,3,92652.938561,0,372121.30307,21.26911398298499,2
69,1,0,0,3,74548.341371,1,269255.38863,0.9190422602286454,0
38,3,1,3,3,95847.867476,1,101177.89027,36.07915495656217,1
73,3,1,0,1,1053261.5659,1,18250337.361,0.4896364712861841,0
40,2,1,3,3,166136.30363,1,341540.10451,23.097965547525533,2
74,3,1,0,2,3834979.6754,2,80379982.691,0.4853822062083527,0
68,3,0,0,1,19169.573495,0,147158.42587,0.6953848575258779,0
61,3,0,0,3,158681.46949,2,2959738.0797,3.388701730682379,0
38,3,1,3,3,191695.73495,3,4039897.4951,22.09525128436993,2
60,3,1,0,2,1299271.0925,0,8580910.3364,19.979038088188656,2
55,1,1,1,2,60703.649402,1,670238.79817,5.023704079279113,0
30,3,1,1,3,145901.75383,2,-18765.02939,44.12481673363469,1
66,1,0,1,1,104367.67792,0,673552.71065,0.9354731969369048,0
63,3,1,0,2,5324881.5265,1,58851978.772,1.3671993710379118,0
75,3,1,0,2,1768712.6478,1,13286717.831,0.4538539843252892,0
51,3,1,2,3,96912.843782,1,120647.12606,8.298168873034422,0
38,3,1,3,3,95847.867476,1,116608.29523,36.08761240753019,1
79,3,1,0,1,2577242.6588,1,41823646.636,0.474823909001535,0
48,3,1,2,2,397236.16187,1,3421614.631,6.653080924136763,0
34,3,1,2,2,42599.052212,0,31067.929458,16.154323075334815,2
64,3,1,0,2,181045.9719,2,6872225.9961,0.7712258698504795,0
59,3,1,0,3,91587.962255,1,320517.47224,4.093596435481469,0
60,3,1,3,2,572957.25225,2,16748720.771,0.9086013752373486,0
44,2,1,1,2,119277.34619,2,588115.90464,22.409418697082145,2
65,1,1,0,1,99042.796392,1,1134807.9033,1.082942395241105,0
65,2,0,1,1,8200.3175508,0,64683.429131,0.9531777371933876,0
61,3,1,0,2,2587892.4219,1,86423419.889,0.6704313136793518,0
49,1,1,3,3,155486.54057,1,261105.23514,12.224442930797858,2
65,1,0,0,1,25559.431327,0,515416.94971,0.8432516625145159,0
42,2,0,0,3,43664.028517,2,189151.91052,10.539654769624192,0
43,1,1,2,2,26624.407632,0,211163.53854,14.924390552193264,2
75,3,1,0,3,5431379.157,2,77876943.174,0.4522181133035083,0
70,3,1,0,3,25314486.777,2,914218458.56,0.4525105874760082,0
43,1,1,1,3,60703.649402,1,35831.678641,21.240523845661627,2
87,3,0,0,2,27913028.962,1,501559617.57,0.5008317479881252,0
40,3,1,2,3,233229.81086,1,641759.86283,19.000982665844788,2
59,3,1,0,2,192760.71126,1,7076238.7329,2.5589644552774566,0
67,0,0,1,1,56443.744181,0,713526.77988,0.7743808950268976,0
64,0,1,0,1,23429.478716,1,136698.88961,1.0586281428894275,0
48,2,0,1,3,36209.19438,3,14705.48661,16.87538762685251,2
34,0,1,2,2,72418.38876,0,573410.41803,13.256765947938923,2
78,3,1,1,2,1925477.16,1,73005491.835,0.4751106174644595,0
75,3,0,0,1,16622150.173,1,191582043.96,0.45253244047553,0
84,3,0,0,1,31949.289159,1,1835130.8132,0.5695934579431494,0
64,3,1,0,1,116082.41728,1,8393415.3821,1.554811089896321,0
55,2,1,0,2,266244.07632,1,663818.09275,5.504621876832568,0
73,3,1,0,3,915879.62255,1,18233767.799,0.4521500000000134,0
58,3,1,0,2,3727417.0685,0,193618443.17,3.4550042263214795,0
61,3,1,0,2,1277971.5664,2,18060822.992,1.857396641770796,0
64,3,1,0,1,519708.43698,2,7600251.143,0.8952931318967828,0
60,0,1,0,1,11714.739358,0,65139.092097,2.129500918594064,0
29,3,1,2,3,87328.057034,1,252478.70673,42.08192915720481,1
51,3,1,0,3,170396.20885,0,384310.28739,12.04292371855115,2
78,3,1,0,1,16550796.761,0,66348670.15,0.5032242387843823,0
48,1,1,3,2,0.0,0,801076.20509,8.062874238576164,0
66,3,0,0,1,29819.336548,3,297320.08491,0.8288713361532853,0
29,2,0,0,3,115017.44097,1,48673.089484,54.70590907612153,1
61,2,0,0,1,12779.715664,0,117126.09406,1.3683257147875525,0
49,3,0,0,3,134187.01447,1,670445.9177,9.1107348649876,0
41,2,1,2,3,127797.15664,1,370743.9582,22.18426044814474,2
43,1,1,2,2,181045.9719,2,1209681.6133,15.411781511105405,2
35,1,1,1,3,42599.052212,0,35728.118877,42.04290173805677,1
42,0,1,2,0,61768.625707,0,77918.36708,39.46744240946721,1
61,2,1,1,3,175721.09037,1,1041811.2345,2.270316685520049,0
57,3,1,0,2,532488.15265,2,20631176.355,1.065905920531216,0
86,2,1,0,1,3365325.1247,1,15253317.766,0.4920760700674216,0
59,3,1,0,3,50053.886349,0,1451286.5447,1.2429881643463392,0
73,3,1,0,1,1320570.6186,2,31966828.217,0.5076200836815603,0
42,1,1,1,3,31949.289159,1,13576.685173,19.31329324695271,2
68,3,1,0,2,103302.70161,1,304206.80927,1.0828571402835654,0
49,2,1,0,2,156551.51688,3,3111970.934,1.917839809840589,0
57,3,0,0,3,26624.407632,0,163935.10777,3.25796108077832,0
64,3,1,0,2,266244.07632,1,1133171.659,1.806296181840516,0
61,1,1,1,1,108627.58314,1,705241.99869,2.305932607969169,0
63,3,1,2,3,187435.82973,2,7792872.3057,0.7546743777727246,0
30,2,0,0,3,51118.862654,3,48590.241672,43.85165463302435,1
31,2,1,1,3,151226.63535,3,249734.37296,58.47582129491493,1
59,3,1,0,3,115017.44097,2,327352.41672,6.297432061268931,0
40,3,1,0,3,130992.08555,2,2329059.1117,15.437296058513272,2
70,3,1,0,2,1075626.0683,3,51191662.965,0.4612821428570612,0
45,2,1,1,3,90522.98595,2,205255.45395,22.26251119316895,2
69,1,1,0,1,29819.336548,1,1247480.9275,0.5844487614061262,0
66,3,1,0,2,77743.270286,0,1042225.4735,1.141395008340179,0
88,3,1,0,2,2747638.8677,3,148219913.46,0.4547414635342328,0
43,3,1,1,3,67093.507233,1,99427.730242,21.841576854437108,2
56,2,1,1,3,69223.459844,0,307986.74069,7.660940241892743,0
48,2,1,1,3,97977.820087,1,86265.284128,16.781450725248078,2
82,2,1,2,2,388716.35143,1,37092000.98,0.5144067103109098,0
62,3,1,0,2,130992.08555,0,1399713.7818,1.3801605663276502,0
63,3,1,0,2,292868.48396,1,1280412.9327,3.4603323565305297,0
48,3,0,0,3,48988.910043,1,781565.5454,2.751281565140663,0
55,3,0,0,2,161876.3984,1,4291516.6558,2.675281318862769,0
65,1,1,0,1,40469.099601,0,144880.11104,1.3548623200729235,0
52,1,1,1,3,64963.554623,1,203443.15807,8.069122874991443,0
75,3,0,0,1,15413402.067,1,193471181.19,0.4528774282593105,0
58,1,1,1,1,40469.099601,0,76116.427172,6.579241936122795,0
72,3,1,0,3,935049.19605,3,30676473.547,0.4551274054291463,0
73,3,1,0,2,1384469.1969,2,20230400.065,0.4809024227527944,0
34,1,1,0,3,74548.341371,1,159668.44546,49.4654641751111,1
45,3,0,0,2,110757.53575,1,812944.15415,4.037171685488981,0
67,3,1,0,3,1062846.3527,1,13729953.625,0.7198708283222681,0
53,3,0,1,2,250269.43174,1,9725504.6375,5.508710988027064,0
63,2,1,1,2,1725261.6146,0,62130680.927,0.6223323772584406,0
68,1,1,1,3,117147.39358,0,108427.07381,1.0993749786513534,0
54,3,1,0,2,816836.82616,2,8307771.4566,3.1936780973653742,0
79,3,1,0,2,4484615.2216,1,76861850.359,0.475187629080763,0
43,3,0,2,3,74548.341371,1,136170.73481,17.801240874996047,2
52,1,1,0,3,104367.67792,1,397669.49706,10.620574066549633,0
82,3,1,0,2,53258080.559,1,309063658.69,0.453087769401776,0
62,3,1,2,3,276893.83938,1,7677920.9667,1.052515032706503,0
58,1,0,1,3,76678.293981,1,394252.02482,2.35671896434446,0
57,3,1,0,3,2129952.6106,2,21625867.897,2.3539379266667613,0
52,3,1,2,3,165071.32732,2,247300.71848,10.23688708991848,0
86,3,1,0,2,266244.07632,1,12133062.051,0.4648253720244021,0
41,3,1,3,2,425990.52212,1,5161418.6806,7.406323697800749,0
51,3,0,0,3,116082.41728,1,846601.07773,7.136957196045623,0
42,0,1,0,3,41534.075906,0,-8750.800131,19.63162559483057,2
40,3,0,2,3,96912.843782,2,145812.14892,24.367347484083663,2
69,3,1,0,3,2711429.6733,1,65032425.539,0.5302236428409783,0
66,2,1,0,1,79873.222897,1,714044.57871,1.5699876523382663,0
56,1,1,0,3,64963.554623,1,308504.53952,4.577724119473652,0
55,3,1,0,3,126732.18033,2,398083.73612,6.7358937024651535,0
59,3,1,0,1,48988.910043,1,488967.78576,1.80509555508404,0
31,3,1,1,3,127797.15664,2,293074.13455,26.68249698690268,2
52,3,1,1,2,144836.77752,2,17501.600261,2.066306764442545,0
38,3,1,3,3,95847.867476,1,112569.4644,36.07915495656217,1
66,0,1,1,1,50053.886349,1,71249.118223,1.2774211736298535,0
50,2,1,0,2,4845642.1891,2,26573435.663,26.45369710658512,2
38,3,1,3,3,44729.004822,1,146019.26845,14.265157776913934,2
59,3,1,2,3,2332298.1086,0,39759700.523,1.2625737851636911,0
58,3,0,0,3,48988.910043,1,626660.84912,2.3995155349092565,0
59,3,1,0,3,75613.317676,1,303119.43174,4.1685092654487095,0
50,1,1,1,3,74548.341371,0,239430.17636,7.323876496713619,0
52,2,0,0,1,3194.9289159,1,840604.96734,0.8169234627121638,0
44,2,1,1,2,119277.34619,2,673034.91182,22.409418697082145,2
37,1,0,6,3,95847.867476,0,378594.82397,18.192153307189898,2
39,3,1,3,3,106497.63053,1,292452.77596,24.083741198033835,2
66,1,0,1,1,101172.749,0,691468.54997,0.9209040809155687,0
47,1,1,1,3,79873.222897,2,169941.57413,12.79696386210996,2
64,1,0,0,1,21299.526106,0,5281.5480078,21.1985035784974,2
49,3,1,2,2,194890.66387,1,3835646.5709,5.360286492453238,0
65,3,1,1,2,1109705.3101,1,17856188.896,1.7545233417782466,0
39,1,0,0,3,50053.886349,0,34174.722404,71.53778549077694,3
65,2,0,1,1,31949.289159,2,277747.28935,0.9491509016216652,0
42,1,1,3,2,181045.9719,1,1871117.8315,9.243102674728814,0
76,3,1,0,1,1228982.6563,2,16641018.615,0.4783787223198495,0
67,3,1,0,2,7018193.8519,3,505312623.45,0.4716181516203645,0
45,2,1,1,3,90522.98595,2,214575.83279,22.33431722351758,2
53,3,1,2,2,305648.19962,1,2369872.015,3.8557136252779767,0
56,3,1,2,3,132057.06186,2,1126212.4428,4.194315341146898,0
65,3,1,0,2,3141680.1006,2,79672669.497,0.6586920652484733,0
76,3,1,0,2,37508465.472,3,365415808.3,0.4501123757081319,0
38,1,1,3,3,76678.293981,1,136595.32985,28.434269090585264,2
51,3,1,0,3,170396.20885,0,407093.43566,12.04292371855115,2
66,3,1,0,1,64963.554623,2,763442.58654,0.7360124982547251,0
56,3,1,0,0,141641.8486,1,728335.82626,3.0946574270040523,0
65,3,1,0,1,64963.554623,1,1855790.9863,0.7369741481838845,0
58,1,1,0,2,79873.222897,2,241708.49118,5.619358274227974,0
52,3,1,0,3,109692.55945,1,1310031.0255,2.4425835876242674,0
53,1,1,0,3,36209.19438,0,222757.05421,3.5498927156746563,0
29,3,1,2,3,68158.483539,2,97656.858263,69.14850688981636,3
60,1,1,0,1,30884.312854,0,121475.60418,1.9414402833320348,0
58,1,1,0,2,116082.41728,2,2773330.5029,1.2335111068297753,0
51,3,1,1,2,413210.80645,2,5471062.3775,3.72625707025698,0
62,1,1,0,1,36209.19438,1,867375.16656,0.9660058389811204,0
49,1,1,1,3,122472.27511,1,1989383.083,4.4837793004539215,0
35,1,1,4,3,25559.431327,2,22638.164598,51.22585262287947,1
45,0,1,3,3,34079.241769,0,149126.0614,5.085394233363976,0
60,3,1,0,3,133122.03816,1,225242.48857,4.9946973051686205,0
59,0,1,0,1,74548.341371,1,486233.80797,1.9699955819463808,0
62,3,1,0,2,149096.68274,2,3050145.7544,1.0893822020785036,0
33,3,1,1,3,267309.05263,1,366601.5676,61.44360220278201,1
65,3,0,0,3,80938.199202,2,953164.07577,1.4406475259177285,0
34,3,1,1,3,84133.128118,1,12012.932724,40.68323732357419,1
80,1,1,0,2,3281191.9966,1,61954629.327,0.4761750800771568,0
44,3,0,0,2,493084.02935,2,4263762.6388,12.38927630452618,2
55,0,1,1,3,110757.53575,1,432517.35794,10.946976155712832,0
74,3,1,0,2,4366402.8517,2,84549298.824,0.4943969195573,0
67,3,1,0,2,52183.838959,1,418485.0098,0.8824026387753887,0
59,3,0,0,3,90522.98595,1,236219.82364,4.819841318917751,0
71,3,1,0,2,1055391.5185,1,34022489.549,0.6114007064352918,0
57,3,1,0,2,271568.95785,1,2241240.4311,2.9315452404627087,0
52,3,0,1,3,106497.63053,2,652944.31744,7.779466212792517,0
42,3,1,2,3,70288.436149,1,763173.33116,4.489112811995738,0
59,3,1,0,1,1049001.6607,2,13014355.65,1.2743248390223505,0
39,1,1,2,3,127797.15664,0,163106.62965,36.002810973835935,1
48,2,1,1,3,97977.820087,1,86161.724363,16.69795515634642,2
35,3,1,2,3,176786.06668,3,340711.62639,31.568250626064355,2
48,1,1,0,3,60703.649402,0,265734.35663,6.17840557200379,0
60,1,1,0,3,90522.98595,0,238808.81777,3.367108681893189,0
49,2,0,2,3,112887.48836,1,467064.89549,7.921362854316474,0
65,1,0,0,3,21299.526106,0,197799.15088,1.4075116965183874,0
45,1,0,2,3,68158.483539,2,19251.760287,22.897617165533223,2
55,3,0,0,3,69223.459844,1,35106.760287,9.025681562304964,0
47,1,1,2,1,47923.933738,0,37902.873939,7.662426290243612,0
63,3,1,0,1,3099081.0484,1,48740403.331,2.001134498278186,0
60,2,1,0,3,44729.004822,0,234221.12018,2.266043752172828,0
35,3,1,3,3,100107.7727,0,68142.325278,26.3668268517966,2
39,3,1,2,3,106497.63053,2,783740.30046,13.559961237236935,2
51,1,0,2,0,46858.957433,0,73475.653168,8.485474335880596,0
66,1,0,0,1,20234.549801,0,276504.57218,0.694036419799455,0
53,3,1,1,3,124602.22772,2,889060.58132,4.931402570329889,0
49,3,1,1,3,264114.12371,2,768206.33573,29.599392491671185,2
36,3,1,3,2,455809.85867,2,915157.64206,44.83481915971196,1
42,3,1,0,3,159746.44579,1,1376309.275,15.029471679694243,2
47,1,1,1,3,79873.222897,2,167456.13978,13.150935825738992,2
33,2,1,1,3,87328.057034,0,71456.237753,48.65295333120068,1
26,0,1,1,3,15974.644579,1,97346.178968,26.60948335689541,2
30,2,1,1,3,62833.602012,1,29203.85369,22.39494766390172,2
83,3,0,0,1,149096.68274,1,4353548.9549,0.7510678508210836,0
72,3,1,0,3,935049.19605,3,30716861.855,0.453847385473187,0
65,3,1,0,1,55378.767875,1,1894418.7786,0.6230114865654521,0
59,1,1,1,3,46858.957433,0,672724.23253,1.6212245220742851,0
45,3,1,3,3,125667.20402,1,790885.92423,13.760171154899052,2
43,3,1,0,3,95847.867476,1,137734.48726,19.53538477030532,2
43,3,1,0,3,101172.749,2,438409.90856,20.27433822271029,2
42,1,1,2,3,112887.48836,1,151818.61528,29.78840684908421,2
43,2,1,3,3,57508.720486,3,46187.655127,17.63605960012754,2
70,3,1,0,1,5985166.8357,0,97970644.35,0.591371476178238,0
59,3,1,0,3,100107.7727,2,779390.79033,3.0006807000298306,0
40,3,1,1,3,93717.914866,2,215507.87067,27.138243548023965,2
35,1,1,0,3,51118.862654,0,42977.302417,31.06626994711735,2
41,0,1,4,3,52183.838959,0,150161.65905,11.665090731598475,2
62,2,1,0,3,136316.96708,1,226278.08622,2.9047722388732184,0
48,3,1,2,2,2428145.9761,3,70665041.15,2.9314336497540534,0
60,3,0,0,1,69223.459844,1,513863.55323,2.1081770532801194,0
53,1,1,0,3,88393.033339,0,344129.09863,11.031953021784512,0
67,3,1,0,1,110757.53575,1,4074041.1496,0.5870216585724731,0
56,1,0,0,3,40469.099601,0,211261.92031,3.269768482231964,0
65,3,0,0,3,80938.199202,2,691157.87067,1.4360560127081723,0
59,3,1,0,3,5825420.39,1,80238105.813,1.4649418494955753,0
63,1,0,0,0,15974.644579,0,57527.449379,2.2974505818830693,0
51,2,0,0,3,25559.431327,0,40078.664598,11.610599158315685,2
45,0,1,3,3,34079.241769,0,144983.6708,5.085394233363976,0
67,3,1,0,3,3780665.8838,2,234232511.76,0.8198910709159537,0
42,1,1,1,2,61768.625707,1,457734.16068,13.68578333765561,2
62,3,1,1,3,607036.49402,2,12907689.092,0.9331560926782164,0
29,3,1,2,3,68158.483539,2,98588.896146,69.14850688981636,3
34,3,1,2,3,112887.48836,1,125617.99477,57.80334429676826,1
59,3,1,2,3,2843486.7351,1,26432076.584,4.3389006780724095,0
59,3,1,0,2,310973.08115,2,1142782.0052,3.73613153585611,0
68,3,1,0,2,425990.52212,1,9132210.7446,0.8858689494677786,0
84,3,0,0,1,27689.383938,1,1764710.1731,0.5772871621634225,0
60,3,1,0,3,591061.84944,2,13300180.601,1.0364074125161291,0
71,3,1,0,1,10540070.493,2,295510895.82,0.5002935540364075,0
64,3,1,0,1,3801965.4099,1,30396862.182,1.5517095747432914,0
85,3,0,0,2,4206656.4059,0,64121099.608,0.4685141920342406,0
65,1,1,0,1,40469.099601,0,127999.86937,1.3544707163237282,0
